,gene_id,baseMean,log2FoldChange,lfcSE,stat,pvalue,padj,weight,log2FoldChange_shrink,lfcSE_shrink,gene_name,genes_description
143,ENSG00000087266,311.1530713174617,0.9195314631818092,0.1546296910079292,5.946668179881807,2.736553557859552e-09,3.720435912229669e-07,1.0527569955984646,0.7867390750156702,0.1320691756527428,SH3BP2,SH3 domain binding protein 2
144,ENSG00000161011,6248.8859255940415,0.4390035890737655,0.0740739603677013,5.926557549975219,3.093510024602668e-09,2.347150725600389e-07,2.0059364168500364,0.4224808686882318,0.0712905003315009,SQSTM1,sequestosome 1
145,ENSG00000163735,510.3357995082099,0.7747865406535618,0.1310228203224731,5.913370958941797,3.351761349243337e-09,3.451611919484463e-07,1.408509624718136,0.690968093684787,0.1167057099117634,CXCL5,C-X-C motif chemokine ligand 5
146,ENSG00000104312,491.070964851332,0.8338477749154558,0.1410215187487355,5.912911606073117,3.3611257774936102e-09,4.87373053127082e-07,0.955418423861472,0.7294109733873657,0.123504790480654,RIPK2,receptor interacting serine/threonine kinase 2
147,ENSG00000198399,1848.858758469058,0.5274543704847068,0.0892123844461089,5.912344723880006,3.3727174303905205e-09,2.523453236565307e-07,2.0059364168500364,0.4993424847556259,0.0844293035474818,ITSN2,intersectin 2
149,ENSG00000075420,642.6233660297002,0.6779440478626646,0.1147404064205115,5.908503107249516,3.4523030322199052e-09,1.564191575490847e-07,3.507316979234966,0.6197647345240694,0.1048991624041788,FNDC3B,fibronectin type III domain containing 3B
150,ENSG00000126561,277.0902031882301,0.9595815218147812,0.1628857795477685,5.891131346634043,3.835605274921077e-09,5.015348056359765e-07,1.0527569955984646,0.8067142523984718,0.1369273494649422,STAT5A,signal transducer and activator of transcription 5A
151,ENSG00000111817,387.1616219375452,0.8666395090362691,0.1475387196514863,5.873980139474107,4.25454365832425e-09,4.479625417415658e-07,1.3328630313630303,0.7505797130276973,0.1277022097667527,DSE,dermatan sulfate epimerase
152,ENSG00000187595,26.54322450778392,2.884744992718969,0.4927119952895225,5.854830043307275,4.774980661322726e-09,4.032391534256265e-06,0.1375912883968458,1.056500086009264,0.1839665079025976,ZNF385C,zinc finger protein 385C
154,ENSG00000209082,3973.80644269846,0.5717756380700341,0.0980821698100303,5.8295573923117,5.557458123071162e-09,3.475737956496319e-07,2.3037368650749754,0.5357199189227958,0.0917977310959834,MT-TL1,
157,ENSG00000173918,58.54165459327992,1.8174747591772584,0.3137258411849172,5.793194313585397,6.9060126379812525e-09,1.282868423905015e-06,0.6925177833205183,1.06838676494263,0.183911541434626,C1QTNF1,C1q and TNF related 1
158,ENSG00000031081,121.43292128692909,1.288361371094416,0.2229299929045281,5.779219540217582,7.504794444598183e-09,1.1714295549103154e-06,0.8340834334125898,0.947991801624658,0.1643303014278558,ARHGAP31,Rho GTPase activating protein 31
159,ENSG00000136688,36.20236937852933,2.4574750122945592,0.4264169873946119,5.763079532336687,8.2592850128654e-09,1.063835868143346e-05,0.0813783268819895,1.0805853957955798,0.187107687634059,IL36G,interleukin 36 gamma
160,ENSG00000109790,2065.5495375476607,0.5278191641219477,0.0917939237943004,5.750044690373289,8.921986235591202e-09,5.297446126285804e-07,2.3037368650749754,0.4980454507370817,0.086600754635897,KLHL5,kelch like family member 5
161,ENSG00000028137,236.00452599368737,2.383668156081993,0.4145551833321903,5.749941749424268,8.927420171510481e-09,1.1107309005082872e-06,1.0527569955984646,0.9955713190878864,0.1866362145654122,TNFRSF1B,TNF receptor superfamily member 1B
163,ENSG00000166396,51.80381743259646,1.946242043268693,0.3396171912199674,5.730693538443782,1.0002083231611312e-08,1.793928975070802e-06,0.6925177833205183,1.0751204434615165,0.1860945169301583,SERPINB7,serpin family B member 7
164,ENSG00000163739,1098.7118531176077,0.7765853433874129,0.1356307855373817,5.725730631954314,1.029895249180134e-08,4.507110634854223e-07,3.1860904201600144,0.7001511297386551,0.1198748955878149,CXCL1,C-X-C motif chemokine ligand 1
165,ENSG00000167508,287.3510979865162,0.8814224841166992,0.1542044614014423,5.715933742163799,1.0910324652787589e-08,1.027034917944837e-06,1.408509624718136,0.7518668888914848,0.1317995201596579,MVD,mevalonate diphosphate decarboxylase
167,ENSG00000197641,106.93060076925396,1.3743202515402462,0.2408464104781315,5.706210230876713,1.1551930526047834e-08,1.7314593817025128e-06,0.8340834334125898,0.9703847468158048,0.1696961906956296,SERPINB13,serpin family B member 13
168,ENSG00000073417,215.89800924317132,0.9851459289215516,0.1730589910525098,5.692544044837504,1.2516029727401616e-08,2.4153435346813018e-06,0.6327168046209586,0.8117542321300597,0.1425349307416829,PDE8A,phosphodiesterase 8A
169,ENSG00000127314,1633.3856276012268,0.4997283586289065,0.0884766599587686,5.648137699386335,1.621952422111064e-08,1.0655456453487318e-06,2.0059364168500364,0.4734321621377493,0.0838074599624773,RAP1B,"RAP1B, member of RAS oncogene family"
171,ENSG00000081277,909.6287482850818,0.6245784930246487,0.1110569464250622,5.6239480116274825,1.86641841619704e-08,8.034954361720899e-07,3.118133316112699,0.5740391825347567,0.1020891410529644,PKP1,plakophilin 1
172,ENSG00000268104,681.7445104994981,0.6732954635109467,0.1204268938133164,5.590906168805426,2.2588763022974265e-08,8.586423940223696e-07,3.509619758370327,0.6095422532400016,0.1091405951299492,SLC6A14,solute carrier family 6 member 14
173,ENSG00000173530,164.2423912628633,1.055538619947217,0.1890537410354987,5.583272852289223,2.3603399483256855e-08,4.265778905098934e-06,0.6327168046209586,0.8419505112030259,0.1502265438280963,TNFRSF10D,TNF receptor superfamily member 10d
175,ENSG00000137807,137.33507670954495,1.2113950385672096,0.2174192107911937,5.57170194003977,2.522627359050266e-08,3.552390844471368e-06,0.8340834334125898,0.8937411003217528,0.1622950857228261,KIF23,kinesin family member 23
176,ENSG00000167034,269.9698595644059,0.9250470676284712,0.1662141582980335,5.565392726471577,2.615626522477667e-08,3.504950639348691e-06,0.8813282587331451,0.7729356772723807,0.1387887157148512,NKX3-1,NK3 homeobox 1
177,ENSG00000163931,3306.385037088424,0.448113894893656,0.0806723223625761,5.55474147477296,2.780229294157381e-08,1.7314593817025128e-06,2.0059364168500364,0.4281535960704533,0.0771018018796699,TKT,transketolase
178,ENSG00000172575,87.3482782873529,1.6591728994898312,0.2991677153671255,5.545962395888094,2.9234165558931163e-08,3.856434960765519e-06,0.885580247584772,1.0122995379261266,0.1822670042475526,RASGRP1,RAS guanyl releasing protein 1
179,ENSG00000006210,835.1815736924788,0.6128129526130139,0.1109042831956842,5.52560221260112,3.2835734306365827e-08,1.2115747196395002e-06,3.507316979234966,0.5620950045139925,0.1019672525102198,CX3CL1,C-X3-C motif chemokine ligand 1
184,ENSG00000068971,307.0083950008392,0.8321606469565502,0.151393802928251,5.496662550652287,3.8704632490673246e-08,4.226412884827389e-06,1.0527569955984646,0.7152406482344801,0.1301081340784524,PPP2R5B,protein phosphatase 2 regulatory subunit B'beta
185,ENSG00000206073,26.01412245444851,2.6653933595441406,0.487373909717773,5.468888068069972,4.528676145675125e-08,4.7726207601456266e-05,0.0813783268819895,0.9921925334193552,0.1839284938288858,SERPINB4,serpin family B member 4
186,ENSG00000105939,2505.9102899485824,0.482011650858021,0.0882203464936165,5.463724299619459,4.662474849861509e-08,3.277995612920391e-06,1.689007993915396,0.4565997302976989,0.0835832778718775,ZC3HAV1,"zinc finger CCCH-type containing, antiviral 1"
187,ENSG00000164236,57.81118130670912,1.8974652446877245,0.3474552098344918,5.461035526252638,4.733653008705143e-08,7.460969386580459e-06,0.6925177833205183,1.0310514284515404,0.1865886207548,ANKRD33B,ankyrin repeat domain 33B
188,ENSG00000003400,665.0079562218016,0.582033146116907,0.1071811092752605,5.430370613371243,5.6237139833528844e-08,2.162500426711363e-06,3.193370536669118,0.5381434477396523,0.0990727138760017,CASP10,caspase 10
191,ENSG00000174485,387.7338901352816,0.7109599033162063,0.132017022966683,5.385365366825689,7.229763481752655e-08,5.688851776213596e-06,1.408509624718136,0.632593508455774,0.117425016534405,DENND4A,DENN domain containing 4A
192,ENSG00000092199,5913.78646063966,0.46207140226012,0.0859020237658174,5.379051412336921,7.487932493811383e-08,2.821800313852362e-06,3.1860904201600144,0.4388482303877514,0.0816170687991601,HNRNPC,heterogeneous nuclear ribonucleoprotein C
193,ENSG00000162654,3246.5300346325585,0.5490610147158894,0.1022090583896681,5.371940837402253,7.78936675927406e-08,4.03278143763276e-06,2.232291059116994,0.5073026694110995,0.0951078370875827,GBP4,guanylate binding protein 4
195,ENSG00000210077,6618.034991805327,0.5726447108049767,0.1074120212752988,5.331290706626576,9.751716561611921e-08,5.415731637703599e-06,2.0059364168500364,0.5311806312264867,0.0992632237981791,MT-TV,
197,ENSG00000167695,359.991870322248,0.7218761365755303,0.1363681823520138,5.293581861435363,1.1994351263044152e-07,1.279800423300818e-05,0.955418423861472,0.6377805963149548,0.1204014044470964,TLCD3A,TLC domain containing 3A
198,ENSG00000263528,598.0682093829398,0.6531630869072979,0.1233879772082014,5.293571559287082,1.199502731142424e-07,4.272610319240678e-06,3.193370536669118,0.5888824309798847,0.1113153237449019,IKBKE,inhibitor of nuclear factor kappa B kinase subunit epsilon
200,ENSG00000111424,752.4908875718795,0.6958994617736779,0.1320371700903013,5.270481496216153,1.360663432898952e-07,4.771325546367939e-06,3.193370536669118,0.6204690733786143,0.117453729543951,VDR,vitamin D receptor
201,ENSG00000112773,2292.659890540535,0.4674283766258117,0.0890777674512417,5.247419081104236,1.5424476080236542e-07,8.186385265979432e-06,2.0059364168500364,0.4410870952744031,0.0843054847817444,TENT5A,terminal nucleotidyltransferase 5A
202,ENSG00000105835,2455.907444594778,0.57237346030943,0.1091853933807973,5.242216404470951,1.5865913356549658e-07,7.718912909715145e-06,2.232291059116994,0.5267884237262351,0.1006433745425304,NAMPT,nicotinamide phosphoribosyltransferase
204,ENSG00000162645,2539.3405769113115,0.5099951631943139,0.0973578262286653,5.238358157221821,1.6201142199008818e-07,7.842594803553076e-06,2.232291059116994,0.4755695593085981,0.0911986675270136,GBP2,guanylate binding protein 2
206,ENSG00000099875,3753.8388790160698,0.5815095010006878,0.1115972062169252,5.210789057481743,1.8803915668676988e-07,9.931067263446056e-06,2.0059364168500364,0.535111542226395,0.1025132863467798,MKNK2,MAPK interacting serine/threonine kinase 2
207,ENSG00000277997,11.029644126782715,6.363465536111103,1.2237865221265285,5.199816651889209,1.994852072219145e-07,0.00013611750429734688,0.1107453867659168,0.6534896009100873,0.1465182300532912,RP11-356M6.1,
210,ENSG00000163220,7766.745678351926,0.9897476188037468,0.1916564880146419,5.164174868570759,2.4150184900916915e-07,1.119835519521686e-05,2.232291059116994,0.7906419351414402,0.1519458742710806,S100A9,S100 calcium binding protein A9
211,ENSG00000197879,1649.3658461028108,0.4940457155500948,0.0956713692607437,5.163987087961685,2.41744379485086e-07,1.119835519521686e-05,2.232291059116994,0.463464832145045,0.0898188527098645,MYO1C,myosin IC
214,ENSG00000150961,212.0214631468559,0.8715422630968515,0.169274840075015,5.148681651157508,2.623236645548092e-07,3.8834221399948885e-05,0.5983123961609036,0.7210895810309336,0.1404865875177142,SEC24D,"SEC24 homolog D, COPII coat complex component"
216,ENSG00000071575,1718.836295884544,0.4674349229133381,0.0913594761764877,5.116436110145266,3.113626847102725e-07,1.812136126548443e-05,1.689007993915396,0.4408292056280115,0.0862358042112153,TRIB2,tribbles pseudokinase 2
217,ENSG00000083799,569.9856581121045,0.6115519801477762,0.1197216240496824,5.10811630732634,3.253863493690636e-07,1.063835868143346e-05,3.193370536669118,0.554844078657586,0.1086310455994934,CYLD,CYLD lysine 63 deubiquitinase
218,ENSG00000216490,91.44770829989474,1.7443550033385096,0.3421331788989997,5.098467821659168,3.4241372489301176e-07,4.678393472935199e-05,0.6327168046209585,1.0202401202512343,0.1862902625710683,IFI30,IFI30 lysosomal thiol reductase
220,ENSG00000169136,487.3668116463051,0.6868317448862622,0.134826896275618,5.094174559074739,3.502639365931909e-07,2.51655714290658e-05,1.3328630313630303,0.6069979922699663,0.1193496738316647,ATF5,activating transcription factor 5
223,ENSG00000110080,436.8616762375671,0.8014189925443272,0.1576529511555913,5.083437935477583,3.70663733235139e-07,2.51655714290658e-05,1.408509624718136,0.6771716825647863,0.1339192695404342,ST3GAL4,"ST3 beta-galactoside alpha-2,3-sialyltransferase 4"
224,ENSG00000115806,993.6780636881496,0.5109248953005754,0.1007801772667059,5.069696334711313,3.9845091824074907e-07,1.369651477032295e-05,2.951753706506818,0.4759826050971797,0.0939840106035053,GORASP2,golgi reassembly stacking protein 2
225,ENSG00000147065,466.72245853103885,0.6124690701098697,0.1209022950008572,5.065818395800734,4.066494584769053e-07,2.8668290641059228e-05,1.3328630313630303,0.5548369885067972,0.1094979319346349,MSN,moesin
226,ENSG00000137460,172.47864494313274,0.9807166660284212,0.1937327537925087,5.0622140388237415,4.144153852792682e-07,5.382272865761396e-05,0.6327168046209586,0.7775758284878365,0.1526108978168332,FHDC1,FH2 domain containing 1
229,ENSG00000137462,291.91896769202305,0.7349707570503909,0.1454952316992762,5.051510956520558,4.383287881888731e-07,3.3804542207457674e-05,1.1924825496792528,0.6380248196836504,0.126375686273894,TLR2,toll like receptor 2
230,ENSG00000280362,13.258325882912514,5.648657240269692,1.1182901802019136,5.051155183397743,4.391461073551852e-07,0.0002669270583118665,0.1107453867659168,0.790162037924044,0.1582533224441148,RP11-643A5.3,
231,ENSG00000110911,2758.4743513195485,0.4519586480330923,0.0896178054025499,5.04317915399692,4.578601948442118e-07,1.926150033136262e-05,2.3037368650749754,0.4279667465874156,0.084773090762805,SLC11A2,solute carrier family 11 member 2
233,ENSG00000085117,4267.243119798534,0.3946303042459403,0.0784897341805764,5.027795142458232,4.961514949425841e-07,2.784471076671385e-05,1.689007993915396,0.3780452308030146,0.0751936806762361,CD82,CD82 molecule
234,ENSG00000158615,595.8781885356531,0.7961319806212952,0.1584962488257215,5.02303358293799,5.086164686145182e-07,1.5862671452217318e-05,3.193370536669118,0.6770944403922933,0.134433403291188,PPP1R15B,protein phosphatase 1 regulatory subunit 15B
236,ENSG00000130202,1417.575120573293,0.4569961319284271,0.0911413191530663,5.014148754649134,5.326876476030533e-07,1.6936217088407514e-05,3.118133316112699,0.4313206363943762,0.0860538279848888,NECTIN2,nectin cell adhesion molecule 2
237,ENSG00000163216,60.140364674498606,1.7678155489521563,0.3528811274244277,5.009663060914892,5.452541178403889e-07,6.595773988148506e-05,0.6666430462322622,0.9140665644559264,0.1860615597457107,SPRR2D,small proline rich protein 2D
238,ENSG00000241794,120.99753758964076,1.214861053457788,0.2425180988049024,5.009362432925481,5.461064564696703e-07,5.382272865761396e-05,0.8340834334125898,0.8565414096605178,0.1691749317857943,SPRR2A,small proline rich protein 2A
239,ENSG00000149428,1116.9659490380416,0.5225424423464214,0.1045351402070784,4.998725225902919,5.771057114474794e-07,1.831335637221817e-05,3.06781672021764,0.4848551349949648,0.0969913157528628,HYOU1,hypoxia up-regulated 1
240,ENSG00000167693,1995.3795745362345,0.4165204469499791,0.0837505048974961,4.973348488582444,6.580620897112112e-07,3.521344853456009e-05,1.689007993915396,0.3965434451956678,0.0797682083200995,NXN,nucleoredoxin
241,ENSG00000172345,452.518166156303,0.6408357619623672,0.128859554602801,4.973133454773226,6.587927521973082e-07,4.3247528719998766e-05,1.3328630313630303,0.572053334303168,0.1151831824383323,STARD5,StAR related lipid transfer domain containing 5
242,ENSG00000165233,479.459974432132,0.6596852454159922,0.1326933349166637,4.971502493552511,6.643600976650586e-07,4.796834454602705e-05,1.1813761801409763,0.5858175151189243,0.1178991505471297,CARD19,caspase recruitment domain family member 19
245,ENSG00000121552,2906.2029135456605,0.4819894463407783,0.0973513351571087,4.95103067218265,7.382146640649921e-07,3.0939609431051966e-05,2.232291059116994,0.4514154545849698,0.091201060479778,CSTA,cystatin A
246,ENSG00000026103,248.25051071953936,0.8109575892538153,0.1638011058833189,4.950867607887141,7.388335463665773e-07,5.190029502441809e-05,1.1924825496792528,0.6809950691682422,0.1374805114684257,FAS,Fas cell surface death receptor
248,ENSG00000082153,2690.4562776566545,0.4285416779645352,0.0866268978489901,4.946981695126362,7.537306124112144e-07,3.4409784070863495e-05,2.0059364168500364,0.4069093954299514,0.0822361294540622,BZW1,basic leucine zipper and W2 domains 1
250,ENSG00000196878,3780.996791817317,0.4077367454872173,0.0830058703246777,4.912143489277971,9.00860849922115e-07,3.521344853456009e-05,2.3037368650749754,0.388764511289783,0.0791271895225386,LAMB3,laminin subunit beta 3
251,ENSG00000162078,1928.157764472348,0.4716541809303084,0.0961353305823508,4.906148219111632,9.288234566558886e-07,2.7755188392444343e-05,3.1860904201600144,0.4427261141320319,0.0902030535977618,ZG16B,zymogen granule protein 16B
